p_val,puntaje,q_refs,caso
0.85,0.080262417156735,93,3
0.85,0.078945890876031,94,3
0.85,0.080222643308575,95,3
0.85,0.08131076023686,96,3
0.85,0.081016922759554,97,3
0.85,0.08086259460018,98,3
0.85,0.080745747878104,99,3
0.85,0.080969427389889,1,4
0.85,0.080822731044325,2,4
0.85,0.083805449448525,3,4
0.85,0.079832396568325,4,4
0.85,0.080230360229466,5,4
0.85,0.080221887753903,6,4
0.85,0.081822634454604,7,4
0.85,0.079657801927827,8,4
0.85,0.079379449532918,9,4
0.85,0.082803411762829,10,4
0.85,0.082384716178809,11,4
0.85,0.079417904152999,12,4
0.85,0.081087815701409,13,4
0.85,0.082006462254374,14,4
0.85,0.081309294562698,15,4
0.85,0.079642965798645,16,4
0.85,0.080172064942932,17,4
0.85,0.080605823400077,18,4
0.85,0.08103674944472,19,4
0.85,0.078805899269324,20,4
0.85,0.083324931438251,21,4
0.85,0.079381854668358,22,4
0.85,0.079227122313759,23,4
0.85,0.08140544284464,24,4
0.85,0.08127190267588,25,4
0.85,0.080131026505866,26,4
0.85,0.081621653722508,27,4
0.85,0.08191443590124,28,4
0.85,0.08194557690663,29,4
0.85,0.079005995887405,30,4
0.85,0.080173191271122,31,4
0.85,0.07978171818267,32,4
0.85,0.082544896038018,33,4
0.85,0.078953025134808,34,4
0.85,0.078909319495632,35,4
0.85,0.079690627989043,36,4
0.85,0.078735641984902,37,4
0.85,0.08004093757822,38,4
0.85,0.078804440162137,39,4
0.85,0.078420491766323,40,4
0.85,0.079753782553697,41,4
0.85,0.079092977867272,42,4
0.85,0.080226615276578,43,4
0.85,0.08055334272184,44,4
0.85,0.08104915172642,45,4
0.85,0.079598305510296,46,4
0.85,0.080780303574219,47,4
0.85,0.081282568545756,48,4
0.85,0.079553533972626,49,4
0.85,0.080002886302049,50,4
0.85,0.079027429669181,51,4
0.85,0.079388114158998,52,4
0.85,0.085117860018306,53,4
0.85,0.080128416684022,54,4
0.85,0.080032236350651,55,4
0.85,0.081509048647554,56,4
0.85,0.08178372303877,57,4
0.85,0.080298997045594,58,4
0.85,0.079973092633227,59,4
0.85,0.080440152190574,60,4
0.85,0.079493685105279,61,4
0.85,0.079894601483283,62,4
0.85,0.080225430870858,63,4
0.85,0.079319450885794,64,4
0.85,0.079238924297573,65,4
0.85,0.079651068452375,66,4
0.85,0.079646664947102,67,4
0.85,0.080261911002158,68,4
0.85,0.08023949310484,69,4
0.85,0.08075123721994,70,4
0.85,0.082445224806971,71,4
0.85,0.078813482603927,72,4
0.85,0.079094791381968,73,4
0.85,0.078762138857231,74,4
0.85,0.079944772730123,75,4
0.85,0.082062886935967,76,4
0.85,0.080738098551125,77,4
0.85,0.081151790856432,78,4
0.85,0.079783319090067,79,4
0.85,0.079517350144117,80,4
0.85,0.080564033643943,81,4
0.85,0.079845071308875,82,4
0.85,0.07936892065343,83,4
0.85,0.081230423027108,84,4
0.85,0.079078458600603,85,4
0.85,0.079625301455047,86,4
0.85,0.081137462448727,87,4
0.85,0.079586207634503,88,4
0.85,0.081681085712329,89,4
0.85,0.082377344936848,90,4
0.85,0.084973491076086,91,4
0.85,0.079102474251818,92,4
0.85,0.081415427093323,93,4
0.85,0.081738359717111,94,4
0.85,0.078671847985162,95,4
0.85,0.080475746454747,96,4
0.85,0.080711791148394,97,4
0.85,0.082080418204225,98,4
0.85,0.082284517540287,99,4
0.85,0.080673906248407,1,5
0.85,0.08042110775174,2,5
0.85,0.080437258344416,3,5
0.85,0.08058433102743,4,5
0.85,0.080013592568099,5,5
0.85,0.079120514594052,6,5
0.85,0.079530130475278,7,5
0.85,0.078917314022618,8,5
0.85,0.080740095384991,9,5
0.85,0.080882778315079,10,5
0.85,0.080429346733145,11,5
0.85,0.079489626404107,12,5
0.85,0.079503177806024,13,5
0.85,0.081251517908219,14,5
0.85,0.079385955685979,15,5
0.85,0.080440041146827,16,5
0.85,0.080224147214891,17,5
0.85,0.08054863550258,18,5
0.85,0.078647899878951,19,5
0.85,0.08056779306327,20,5
0.85,0.079587524383499,21,5
0.85,0.082557953380982,22,5
0.85,0.080735151641833,23,5
0.85,0.08080339932411,24,5
0.85,0.079542800044815,25,5
0.85,0.079489780819701,26,5
0.85,0.082031100010305,27,5
0.85,0.079940548696275,28,5
0.85,0.081716887246241,29,5
0.85,0.080851359003376,30,5
0.85,0.082538987038901,31,5
0.85,0.078667355454488,32,5
0.85,0.078870111042027,33,5
0.85,0.080731670819791,34,5
0.85,0.080079140213466,35,5
0.85,0.080666641105261,36,5
0.85,0.079130154914186,37,5
0.85,0.080309696336614,38,5
0.85,0.080039083271798,39,5
0.85,0.080428808175236,40,5
0.85,0.079258726500116,41,5
0.85,0.080983315470306,42,5
0.85,0.079159505578178,43,5
0.85,0.078606676505358,44,5
0.85,0.079201531814477,45,5
0.85,0.081294022392714,46,5
0.85,0.083371802796702,47,5
0.85,0.080311703230485,48,5
0.85,0.079140828542687,49,5
0.85,0.079693986710807,50,5
0.85,0.07854468278702,51,5
0.85,0.081022675683306,52,5
0.85,0.082665269300908,53,5
0.85,0.078999783721255,54,5
0.85,0.081486128994831,55,5
0.85,0.080285681263739,56,5
0.85,0.078629029574637,57,5
0.85,0.081715457773833,58,5
0.85,0.079715716672072,59,5
0.85,0.081101326558084,60,5
0.85,0.079740683133538,61,5
0.85,0.079661219349185,62,5
0.85,0.081604140502224,63,5
0.85,0.081480994985828,64,5
0.85,0.081268945476928,65,5
0.85,0.081271974234855,66,5
0.85,0.079324561534734,67,5
0.85,0.079754292290553,68,5
0.85,0.08188752732356,69,5
0.85,0.080035992469359,70,5
0.85,0.079744704142456,71,5
0.85,0.080136492992162,72,5
0.85,0.07998146704689,73,5
0.85,0.079204525864172,74,5
0.85,0.078716472942093,75,5
0.85,0.081266583683181,76,5
0.85,0.080307494436538,77,5
0.85,0.080865719964287,78,5
0.85,0.080385550679907,79,5
0.85,0.080761348250463,80,5
0.85,0.080449816918465,81,5
0.85,0.079301496293784,82,5
0.85,0.079774816112556,83,5
0.85,0.077375394623436,84,5
0.85,0.08000131654544,85,5
0.85,0.08208011494199,86,5
0.85,0.080258586927633,87,5
0.85,0.081879574563784,88,5
0.85,0.078754936177972,89,5
0.85,0.079965877874846,90,5
0.85,0.081533978283967,91,5
0.85,0.080252569171128,92,5
0.85,0.08002352563575,93,5
0.85,0.083424885490855,94,5
0.85,0.080500614743607,95,5
0.85,0.078658435481458,96,5
0.85,0.082088597950058,97,5
0.85,0.080082965090102,98,5
0.85,0.082278356968381,99,5
0.85,0.081657500079064,1,6
0.85,0.081153932059004,2,6
0.85,0.08483207489745,3,6
0.85,0.079219411484448,4,6
0.85,0.078877399341949,5,6
0.85,0.081700024407654,6,6
0.85,0.080624232766393,7,6
0.85,0.079134857878699,8,6
0.85,0.084312353541203,9,6
0.85,0.079773451923116,10,6
0.85,0.079599427339586,11,6
0.85,0.082148375339115,12,6
0.85,0.081343389383382,13,6
0.85,0.080912839839588,14,6
0.85,0.080007457746745,15,6
0.85,0.081036779304481,16,6
0.85,0.079358454134883,17,6
0.85,0.079095853464733,18,6
0.85,0.079570621582429,19,6
0.85,0.080307854410279,20,6
0.85,0.07988326133017,21,6
0.85,0.080515073143424,22,6
0.85,0.079487178763352,23,6
0.85,0.079182367004937,24,6
0.85,0.080083688498616,25,6
0.85,0.080391748059459,26,6
0.85,0.080757448608796,27,6
0.85,0.07896980738344,28,6
0.85,0.078616709619508,29,6
0.85,0.079767646281164,30,6
0.85,0.079344857141795,31,6
0.85,0.079946528249821,32,6
0.85,0.077973672675239,33,6
0.85,0.081108139229344,34,6
0.85,0.077387097366028,35,6
0.85,0.079613748978024,36,6
0.85,0.081418396875414,37,6
0.85,0.078522175635444,38,6
0.85,0.079591610827496,39,6
0.85,0.084787455743362,40,6
0.85,0.080599441019385,41,6
0.85,0.079792288421936,42,6
0.85,0.079229199174389,43,6
0.85,0.08116811874318,44,6
0.85,0.082069108597309,45,6
0.85,0.08003215454509,46,6
0.85,0.080684478568322,47,6
0.85,0.080416736307059,48,6
0.85,0.082178148551116,49,6
0.85,0.078402351255983,50,6
0.85,0.080960898992137,51,6
0.85,0.077739606479241,52,6
0.85,0.080793738815503,53,6
0.85,0.077893090018486,54,6
0.85,0.08066212296175,55,6
0.85,0.081309352108536,56,6
0.85,0.080268727767002,57,6
0.85,0.078642292462182,58,6
0.85,0.0816653946282,59,6
0.85,0.080919929679126,60,6
0.85,0.080620525552069,61,6
0.85,0.078948025494989,62,6
0.85,0.078907275065452,63,6
0.85,0.0806177581788,64,6
0.85,0.080593945113021,65,6
0.85,0.079545482740054,66,6
0.85,0.080010265200676,67,6
0.85,0.079286718160157,68,6
0.85,0.079396955582314,69,6
0.85,0.078980040066607,70,6
0.85,0.079226352794651,71,6
0.85,0.080061235096099,72,6
0.85,0.082870244661128,73,6
0.85,0.080489415406997,74,6
0.85,0.079738735356965,75,6
0.85,0.07978236436015,76,6
0.85,0.08043365165191,77,6
0.85,0.081657303861416,78,6
0.85,0.079514356356911,79,6
0.85,0.081903999942005,80,6
0.85,0.079323869693006,81,6
0.85,0.080336750332958,82,6
0.85,0.080008153154519,83,6
0.85,0.079369008099151,84,6
0.85,0.083225290186353,85,6
0.85,0.078179679183504,86,6
0.85,0.080118740477993,87,6
0.85,0.079131833030927,88,6
0.85,0.078908638932526,89,6
0.85,0.079738970661672,90,6
0.85,0.079574608104872,91,6
0.85,0.080359320306497,92,6
0.85,0.079457013458158,93,6
0.85,0.07955615805285,94,6
0.85,0.07984855018626,95,6
0.85,0.08240831829202,96,6
0.85,0.081579614755515,97,6
0.85,0.079286412867477,98,6
0.85,0.082181160597243,99,6
0.85,0.079951048835548,1,7
0.85,0.078599999345539,2,7
0.85,0.078975993758455,3,7
0.85,0.080184933632711,4,7
0.85,0.07957808629102,5,7
0.85,0.076990105802996,6,7
0.85,0.078824132007483,7,7
0.85,0.080019306210891,8,7
0.85,0.080991121310081,9,7
0.85,0.082322495912157,10,7
0.85,0.079404587769241,11,7
0.85,0.081901447187222,12,7
0.85,0.081400048715479,13,7
0.85,0.081938045532001,14,7
0.85,0.080102120281822,15,7
0.85,0.079223785215078,16,7
0.85,0.079818443131207,17,7
0.85,0.079390890907562,18,7
0.85,0.081354261554559,19,7
0.85,0.078198881175719,20,7
0.85,0.080532961558064,21,7
0.85,0.082042939270181,22,7
0.85,0.07922051282587,23,7
0.85,0.079959981559177,24,7
0.85,0.079515679564718,25,7
0.85,0.081486143013875,26,7
0.85,0.079605210847052,27,7
0.85,0.079520223988157,28,7
0.85,0.079448155830495,29,7
0.85,0.079993302913809,30,7
0.85,0.078983799316761,31,7
0.85,0.08291068121592,32,7
0.85,0.081300700775863,33,7
0.85,0.081967735532228,34,7
0.85,0.081068246563446,35,7
0.85,0.079574572490582,36,7
0.85,0.082127328069805,37,7
0.85,0.084098512396111,38,7
0.85,0.079057045210184,39,7
0.85,0.080566469191613,40,7
0.85,0.079430982242106,41,7
0.85,0.080824584190432,42,7
0.85,0.08032121447698,43,7
0.85,0.078735655357402,44,7
0.85,0.08186619864072,45,7
0.85,0.079775017851622,46,7
0.85,0.079675448017914,47,7
0.85,0.078920716811432,48,7
0.85,0.079373809528298,49,7
0.85,0.079880427372528,50,7
0.85,0.081049870338804,51,7
0.85,0.081116117848883,52,7
0.85,0.081091933020924,53,7
0.85,0.080001801333843,54,7
0.85,0.078470052326409,55,7
0.85,0.08205410638174,56,7
0.85,0.0803191177439,57,7
0.85,0.080124086037538,58,7
0.85,0.079814898756277,59,7
0.85,0.079551500336351,60,7
0.85,0.07971155754046,61,7
0.85,0.079511751925918,62,7
0.85,0.080678859838518,63,7
0.85,0.080793467722891,64,7
0.85,0.08093748112957,65,7
0.85,0.078733762863677,66,7
0.85,0.078780550054006,67,7
0.85,0.081354642028117,68,7
0.85,0.082477188180976,69,7
0.85,0.08018157839808,70,7
0.85,0.079704651771448,71,7
0.85,0.080037115002836,72,7
0.85,0.081097601117342,73,7
0.85,0.079323705933256,74,7
0.85,0.07950560301263,75,7
0.85,0.082641767239516,76,7
0.85,0.078847061216004,77,7
0.85,0.07976075480417,78,7
0.85,0.081657625839348,79,7
0.85,0.080412296695682,80,7
0.85,0.081924621373019,81,7
0.85,0.081033981562962,82,7
0.85,0.08069588934182,83,7
0.85,0.076948148406918,84,7
0.85,0.079336644917556,85,7
0.85,0.080800414840303,86,7
0.85,0.080424442783941,87,7
0.85,0.08286537694306,88,7
0.85,0.080014283664704,89,7
0.85,0.079577622989299,90,7
0.85,0.079134327287637,91,7
0.85,0.078848901116247,92,7
0.85,0.080269615685101,93,7
0.85,0.080982523977341,94,7
0.85,0.082479045234778,95,7
0.85,0.080387937025004,96,7
0.85,0.081732621397136,97,7
0.85,0.080312680788984,98,7
0.85,0.079626490795712,99,7
0.85,0.083183318751344,1,8
0.85,0.078561602473482,2,8
0.85,0.080369732028875,3,8
0.85,0.079283273004891,4,8
0.85,0.081657331589414,5,8
0.85,0.079163906225554,6,8
0.85,0.07755086222542,7,8
0.85,0.078964211097166,8,8
0.85,0.079414784112715,9,8
0.85,0.079313992628749,10,8
0.85,0.080343428072949,11,8
0.85,0.078906384564656,12,8
0.85,0.079158238485343,13,8
0.85,0.082241750307193,14,8
0.85,0.079096677134578,15,8
0.85,0.082992794719428,16,8
0.85,0.081294340923104,17,8
0.85,0.079506042514254,18,8
0.85,0.081614911543922,19,8
0.85,0.078475809494218,20,8
0.85,0.078505044513224,21,8
0.85,0.07954400762986,22,8
0.85,0.080398906345493,23,8
0.85,0.079325267237855,24,8
0.85,0.080302883948464,25,8
0.85,0.081575228071421,26,8
0.85,0.079565740571852,27,8
0.85,0.079815538136141,28,8
0.85,0.082380738586008,29,8
0.85,0.080497801864507,30,8
0.85,0.081551580801299,31,8
0.85,0.082546965242658,32,8
0.85,0.080357324366803,33,8
0.85,0.082466650614211,34,8
0.85,0.07945918747255,35,8
0.85,0.080824532550459,36,8
0.85,0.079790331978755,37,8
0.85,0.07902899352981,38,8
0.85,0.081457941223498,39,8
0.85,0.078543677795332,40,8
0.85,0.080975212051056,41,8
0.85,0.078805917051799,42,8
0.85,0.08211864242164,43,8
0.85,0.079982013566043,44,8
0.85,0.079525780153068,45,8
0.85,0.080906246674006,46,8
0.85,0.079897127673163,47,8
0.85,0.07908412861238,48,8
0.85,0.082534171648091,49,8
0.85,0.083125985634175,50,8
0.85,0.08005519934044,51,8
0.85,0.082181169282723,52,8
0.85,0.08048408076671,53,8
0.85,0.07936173667491,54,8
0.85,0.080418717070534,55,8
0.85,0.080447345773376,56,8
0.85,0.081851930066723,57,8
0.85,0.0800574622152,58,8
0.85,0.080813311339792,59,8
0.85,0.079299513577869,60,8
0.85,0.081211042625886,61,8
0.85,0.081209165005415,62,8
0.85,0.082037295420706,63,8
0.85,0.080339442123641,64,8
0.85,0.080984257894637,65,8
0.85,0.079448460166622,66,8
0.85,0.08123105378218,67,8
0.85,0.079488945711778,68,8
0.85,0.07945267110068,69,8
0.85,0.081605137778059,70,8
0.85,0.079287575129271,71,8
0.85,0.080433456641698,72,8
0.85,0.078778809816214,73,8
0.85,0.079989890568243,74,8
0.85,0.081116772095674,75,8
0.85,0.080781589127662,76,8
0.85,0.079439562898122,77,8
0.85,0.07997593568316,78,8
0.85,0.081093063458293,79,8
